ExtractDate,FHRSID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingDate,Longitude,Latitude
2/14/2014,26974,McDonalds Bakers,Restaurant/Cafe/Canteen,1,71 Union Street,Glasgow,G1 3TA,9/10/2013,-4.257374,55.860297
2/14/2014,128351,McDonalds Bakers,Restaurant/Cafe/Canteen,1,140 Sauchiehall Street,Glasgow,G2 3DH,2/17/2012,-4.258023,55.865157
2/14/2014,132209,McDonalds Coffee Shop,Restaurant/Cafe/Canteen,1,121 Trongate,Glasgow,G1 5HF,10/17/2012,-4.248149,55.857177
2/14/2014,95642,McDonalds Restaurant,Restaurant/Cafe/Canteen,1,1300 Duke Street,Glasgow,G31 4EB,7/5/2012,-4.199841,55.853449
2/14/2014,104716,McDonalds Restaurants Ltd,Restaurant/Cafe/Canteen,1,1841 Great Western Road,Glasgow,G13 2UX,11/16/2013,-4.329529,55.891307
2/14/2014,27027,McTear's Coffee House,Restaurant/Cafe/Canteen,1,31 Meiklewood Road,Glasgow,G51 4GB,3/10/2011,-4.334854,55.853207
2/14/2014,556113,Meat Bar,Restaurant/Cafe/Canteen,1,142 West Regent Street,Glasgow,G2 2RQ,10/28/2013,-4.259858,55.86373
2/14/2014,45038,Mecca Bingo,Restaurant/Cafe/Canteen,1,3 Allerdyce Court,Glasgow,G15 6SA,10/16/2013,-4.376618,55.902864
2/14/2014,129599,Mecca Bingo Club,Restaurant/Cafe/Canteen,1,8 Springfield Quay,Glasgow,G5 8NP,5/10/2006,-4.274804,55.855303
2/14/2014,95635,Mecca Social Club,Restaurant/Cafe/Canteen,1,1221 Duke Street,Glasgow,G31 5NZ,6/8/2012,-4.195897,55.853501
2/14/2014,31354,Mediterraneo,Restaurant/Cafe/Canteen,1,159 Ingram Street,Glasgow,G1 1DW,11/14/2011,-4.247372,55.85951
2/14/2014,45241,Meet N Eat,Restaurant/Cafe/Canteen,1,140 Allison Street,Glasgow,G42 8RP,11/7/2012,-4.263887,55.83628
2/14/2014,48584,Mercado,Restaurant/Cafe/Canteen,1,17 Bell Street,Glasgow,G1 1NU,9/25/2013,-4.245371,55.858333
2/14/2014,571740,Merchant City Casino,Restaurant/Cafe/Canteen,1,18 Glassford Street,Glasgow,G1 1UL,7/24/2013,-4.248704,55.857949
2/14/2014,221710,Metropole,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AF,3/14/2013,-4.342073,55.822898
2/14/2014,9698,Metropolitan,Restaurant/Cafe/Canteen,1,5 Candleriggs,Glasgow,,12/9/2013,-4.245728,55.858291
2/14/2014,624654,Mia Roma,Restaurant/Cafe/Canteen,1,302 Sauchiehall Street,Glasgow,G2 3JA,12/22/2013,-4.263684,55.865763
2/14/2014,119589,Millarbank Social Club/Orange Halls,Restaurant/Cafe/Canteen,1,63 Millarbank Street,Glasgow,G21 1BT,11/5/2012,-4.235195,55.881472
2/14/2014,31085,Miller Primary School,Restaurant/Cafe/Canteen,1,20 Ardencraig Road,Glasgow,G45 0EL,6/23/2010,-4.221889,55.804161
2/14/2014,460412,Milly's Bakery And Coffee Shop,Restaurant/Cafe/Canteen,1,425 Carntynehall Road,Glasgow,G32 6LQ,1/10/2014,-4.182354,55.862424
2/14/2014,49176,Mimis,Restaurant/Cafe/Canteen,1,169 London Road,Glasgow,G1 5BX,6/13/2013,-4.239421,55.854622
2/14/2014,84953,Minesota Fats Snooker Club,Restaurant/Cafe/Canteen,1,1055 Cathcart Road,Glasgow,G42 9AF,10/3/2008,-4.258136,55.826895
2/14/2014,19659,Mings,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,3/30/2012,-4.253456,55.859156
2/14/2014,104621,Mitchell Theatre,Restaurant/Cafe/Canteen,1,10 Granville Street,Glasgow,G3 7DR,7/6/2013,-4.273555,55.865644
2/14/2014,133070,Mitchells,Restaurant/Cafe/Canteen,1,107 Waterside Road,Glasgow,G76 9DU,9/8/2010,-4.23462,55.79159
2/14/2014,315951,Mitie Catering Services (Diagio Canteen),Restaurant/Cafe/Canteen,1,99 Borron Street,Glasgow,G4 9XG,4/27/2012,-4.24913,55.87526
2/14/2014,433057,MITIE Catering Services Ltd,Restaurant/Cafe/Canteen,1,45 Robertson Street,Glasgow,G2 8JD,11/27/2013,-4.261742,55.857925
2/14/2014,23154,Molly Malone's,Restaurant/Cafe/Canteen,1,1201 Duke Street,Glasgow,,6/8/2012,,
2/14/2014,406781,Molly's Cosy Cafe,Restaurant/Cafe/Canteen,1,5 Abbot Street,Glasgow,G41 3XE,5/23/2012,-4.280669,55.831045
2/14/2014,48460,Moniques,Restaurant/Cafe/Canteen,1,32 Lochinver Drive,Glasgow,G44 3NP,4/14/2011,-4.262451,55.81293
2/14/2014,120804,Monteith Hostel,Restaurant/Cafe/Canteen,1,14 Monteith Row,Glasgow,G40 1AY,10/3/2013,-4.237615,55.853235
2/14/2014,9764,Montgomery's,Restaurant/Cafe/Canteen,1,9 Radnor Street,Glasgow,G3 7UA,7/13/2011,-4.289284,55.866763
2/14/2014,18955,Morgan Stanley Canteen,Restaurant/Cafe/Canteen,1,55 Douglas Street,Glasgow,G2 7BA,7/9/2010,-4.259844,55.861438
2/14/2014,26155,Morisons Cafe,Restaurant/Cafe/Canteen,1,3 Ravenswood Road,Glasgow,G69 6AG,10/7/2009,-4.106486,55.851974
2/14/2014,134233,Mo's Cafe,Restaurant/Cafe/Canteen,1,89 Woodneuk Road,Glasgow,G53 7QS,11/20/2013,-4.350901,55.811495
2/14/2014,114292,Mosspark United Church Lunch Club,Restaurant/Cafe/Canteen,1,67 Ladybank Drive,Glasgow,G52 1EZ,9/9/2011,-4.329418,55.84434
2/14/2014,133541,Mother India,Restaurant/Cafe/Canteen,1,28 Westminster Terrace,Glasgow,G3 7RU,12/13/2013,-4.283345,55.865256
2/14/2014,53599,Mother India Cafe,Restaurant/Cafe/Canteen,1,1355 Argyle Street,Glasgow,G3 8AD,6/23/2010,-4.291216,55.867284
2/14/2014,589589,Motorpoint,Restaurant/Cafe/Canteen,1,60 Hamilton Road,Glasgow,G32 9QN,1/27/2014,-4.152178,55.839814
2/14/2014,112363,Moyra Jaynes,Restaurant/Cafe/Canteen,1,20 Kildrostan Street,Glasgow,G41 4LU,11/28/2011,-4.274819,55.838334
2/14/2014,109191,Mr India,Restaurant/Cafe/Canteen,1,11 Hyndland Street,Glasgow,G11 5QE,9/25/2013,-4.30288,55.871255
2/14/2014,97558,Mr Singh's India,Restaurant/Cafe/Canteen,1,149 Elderslie Street,Glasgow,G3 7AW,12/5/2012,-4.276005,55.865724
2/14/2014,36312,Mrs Jones,Restaurant/Cafe/Canteen,1,33 Carlaverock Road,Glasgow,G43 2RZ,9/14/2010,-4.283035,55.818832
2/14/2014,74142,Mt. Vernon Bowling and Ten. Club,Restaurant/Cafe/Canteen,1,Bowling Green Road,Glasgow,G32 0SR,8/22/2013,-4.141941,55.847092
2/14/2014,125751,Mulberry Street,Restaurant/Cafe/Canteen,1,778 Pollokshaws Road,Glasgow,G41 2AE,1/16/2014,-4.270558,55.836472
2/14/2014,406802,Mums The Chef,Restaurant/Cafe/Canteen,1,71 Niddrie Road,Glasgow,G42 8PT,6/14/2012,-4.267814,55.836801
2/14/2014,108516,Mussel Inn,Restaurant/Cafe/Canteen,1,157 Hope Street,Glasgow,G2 2UQ,5/13/2013,-4.258531,55.862334
2/14/2014,556104,My Home Bakery,Restaurant/Cafe/Canteen,1,31 Hyndland Street,Glasgow,G11 5QF,6/6/2013,-4.302704,55.871788
2/14/2014,537390,Myles Better Cafe,Restaurant/Cafe/Canteen,1,1391 Gallowgate,Glasgow,G31 4EX,12/4/2013,-4.198747,55.851896
2/14/2014,594145,N Y Slice,Restaurant/Cafe/Canteen,1,369 Sauchiehall Street,Glasgow,G2 3HU,10/10/2013,-4.267293,55.865696
2/14/2014,594159,Nachos Mexican Restaurant,Restaurant/Cafe/Canteen,1,15 Skirving Street,Glasgow,G41 3AB,10/24/2013,-4.280532,55.829798
2/14/2014,26186,Naked Soup,Restaurant/Cafe/Canteen,1,6 Kersland Street,Glasgow,G12 8BL,5/10/2012,-4.28906,55.877085
2/14/2014,221696,Nanakusa,Restaurant/Cafe/Canteen,1,441 Sauchiehall Street,Glasgow,G2 3LG,3/1/2012,-4.269064,55.865924
2/14/2014,26404,Nandos,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,,11/1/2012,-4.24250984191895,55.8577995300293
2/14/2014,35388,Nando's,Restaurant/Cafe/Canteen,1,53 St Enoch Square,Glasgow,G1 4DH,4/19/2010,-4.255956,55.857349
2/14/2014,612657,Nando's,Restaurant/Cafe/Canteen,1,263 Sauchiehall Street,Glasgow,G2 3EZ,11/18/2013,-4.262562,55.865145
2/14/2014,22052,Nando's,Restaurant/Cafe/Canteen,1,3 Springfield Quay,Glasgow,G5 8NP,6/13/2013,-4.274804,55.855303
2/14/2014,18593,Nando's Chickenland Ltd,Restaurant/Cafe/Canteen,1,725 Provan Walk,Glasgow,G34 9DY,6/21/2012,-4.138074,55.871218
2/14/2014,551905,Nardini's,Restaurant/Cafe/Canteen,1,215 Byres Road,Glasgow,G12 8UD,7/6/2013,-4.294404,55.87499
2/14/2014,432994,NASZ SKLEP,Restaurant/Cafe/Canteen,1,200 Westmuir Street,Glasgow,G31 5BS,11/7/2013,-4.192042,55.85171
2/14/2014,107055,NB Leisure,Restaurant/Cafe/Canteen,1,190 Helen Street,Glasgow,G51 3HZ,5/15/2013,-4.317941,55.857895
2/14/2014,562665,NDR Catering,Restaurant/Cafe/Canteen,1,10 Gartloch Way,Glasgow,G69 8FH,6/18/2013,-4.103972,55.87905
2/14/2014,95719,Neelim,Restaurant/Cafe/Canteen,1,1590 Dumbarton Road,Glasgow,G14 9DB,7/20/2011,-4.352911,55.880194
2/14/2014,433059,Neptune Social Club,Restaurant/Cafe/Canteen,1,101 Clifford Street,Glasgow,G51 1QP,2/14/2013,-4.302724,55.850002
2/14/2014,123447,New Anand Restaurant,Restaurant/Cafe/Canteen,1,76 Nithsdale Road,Glasgow,G41 2AN,4/9/2013,-4.271241,55.836953
2/14/2014,427411,New City Palace,Restaurant/Cafe/Canteen,1,92 Sauchiehall Street,Glasgow,G2 3DE,8/1/2013,-4.256359,55.864846
2/14/2014,19595,New Pearl Of India,Restaurant/Cafe/Canteen,1,1019 Cathcart Road,Glasgow,G42 9XJ,9/13/2011,-4.259091,55.827659
2/14/2014,112550,Newlands Cafe,Restaurant/Cafe/Canteen,1,262 Kilmarnock Road,Glasgow,G43 2XS,6/2/2010,-4.286375,55.824603
2/14/2014,35146,Nick's Italian Kitchen Bar and Grill,Restaurant/Cafe/Canteen,1,168 Hyndland Road,Glasgow,G12 9HZ,11/24/2013,-4.306379,55.876348
2/14/2014,102004,Nikkis Sandwich Bar,Restaurant/Cafe/Canteen,1,16 Greenview Street,Glasgow,G43 1SN,9/16/2010,-4.29434,55.826207
2/14/2014,562671,Nippon Kitchen,Restaurant/Cafe/Canteen,1,91 West George Street,Glasgow,G2 1PB,11/19/2013,-4.255654,55.862055
2/14/2014,80662,Niu Cafe,Restaurant/Cafe/Canteen,1,78 Calder Street,Glasgow,G42 7RX,4/14/2010,-4.265169,55.837739
2/14/2014,371796,No 13 Cafe,Restaurant/Cafe/Canteen,1,13 Elder Street,Glasgow,G51 3DY,5/30/2012,-4.318628,55.864326
2/14/2014,618985,No Way Back,Restaurant/Cafe/Canteen,1,38 Nithsdale Road,Glasgow,G41 2AN,12/11/2013,-4.271241,55.836953
2/14/2014,433016,No. 1 Chocolate Factory,Restaurant/Cafe/Canteen,1,63 St Georges Road,Glasgow,G3 6JA,1/13/2014,-4.271141,55.868097
2/14/2014,618976,No16,Restaurant/Cafe/Canteen,1,16 Byres Road,Glasgow,G11 5JY,12/1/2013,-4.298849,55.870674
2/14/2014,10710,Noble Amusements,Restaurant/Cafe/Canteen,1,159 Trongate,Glasgow,G1 5HF,8/6/2010,-4.248149,55.857177
2/14/2014,50020,North British Bowling Club,Restaurant/Cafe/Canteen,1,42 Amulree Street,Glasgow,G32 7UN,6/10/2011,-4.166217,55.851008
2/14/2014,193949,North Star,Restaurant/Cafe/Canteen,1,108 Queen Margaret Drive,Glasgow,G20 8NZ,6/18/2013,-4.284179,55.880546
2/14/2014,19462,November,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,9/5/2012,-4.253456,55.859156
2/14/2014,74061,Nu 2 U St Andrews Church,Restaurant/Cafe/Canteen,1,59 Bowfield Crescent,Glasgow,G52 4HS,9/14/2011,-4.368089,55.851655
2/14/2014,30768,Nur Restaurant,Restaurant/Cafe/Canteen,1,22 Bridge Street,Glasgow,G5 9HR,1/25/2013,-4.25881,55.853935
2/14/2014,47957,O Sole Mio,Restaurant/Cafe/Canteen,1,36 Bath Street,Glasgow,G2 1HE,4/8/2013,-4.259844,55.861438
2/14/2014,25722,O2,Restaurant/Cafe/Canteen,1,8 Elliot Place,Glasgow,,11/27/2009,-4.27924274,55.86093689
2/14/2014,432999,Ocho,Restaurant/Cafe/Canteen,1,10 Speirs Wharf,Glasgow,G4 9TB,7/24/2012,-4.257439,55.872438
2/14/2014,360812,Off Shore,Restaurant/Cafe/Canteen,1,3 Gibson Street,Glasgow,G40 2SN,4/16/2012,-4.235999,55.854855
2/14/2014,193919,Oko Express,Restaurant/Cafe/Canteen,1,80 Queen Street,Glasgow,G1 3DN,8/28/2013,-4.25159,55.859487
2/14/2014,607020,Old Salty's,Restaurant/Cafe/Canteen,1,1126 Argyle Street,Glasgow,G3 8TD,10/28/2013,-4.284857,55.865138
2/14/2014,466606,Olympia Bean Machine,Restaurant/Cafe/Canteen,1,14 Orr Street,Glasgow,G40 2AJ,9/3/2013,-4.225721,55.849757
2/14/2014,371798,Once Upon A Tart,Restaurant/Cafe/Canteen,1,45 King Street,Glasgow,G1 5RA,7/29/2013,-4.246414,55.856202
2/14/2014,132453,One A The Square,Restaurant/Cafe/Canteen,1,42 University Avenue,Glasgow,G12 8LX,9/29/2010,-4.285017,55.872486
2/14/2014,432993,One Errol Gardens,Restaurant/Cafe/Canteen,1,1 Errol Gardens,Glasgow,G5 0RA,6/28/2013,-4.249875,55.848625
2/14/2014,112548,One Seven Ate,Restaurant/Cafe/Canteen,1,178 Kilmarnock Road,Glasgow,G41 3PG,8/27/2013,-4.285421,55.826849
2/14/2014,26172,One Ten Bar And Grill/Marks Hotel Kitchen,Restaurant/Cafe/Canteen,1,114 Bath Street,Glasgow,G2 2EN,12/4/2013,-4.258163,55.864264
2/14/2014,19477,One Up/29@Royal Exchange Square,Restaurant/Cafe/Canteen,1,29 Royal Exchange Square,Glasgow,G1 3AJ,5/28/2013,-4.252971,55.859875
2/14/2014,27078,Open Gate Cafe,Restaurant/Cafe/Canteen,1,56 Hecla Square,Glasgow,G15 8NH,10/28/2011,-4.374041,55.909385
2/14/2014,35969,Operetta Restaurant And Cafe Bar,Restaurant/Cafe/Canteen,1,58 Waterloo Street,Glasgow,G2 7DA,7/3/2012,-4.26278,55.860926
2/14/2014,48606,Opium,Restaurant/Cafe/Canteen,1,191 Hope Street,Glasgow,G2 2UL,6/22/2011,-4.258109,55.863061
2/14/2014,10375,Oran-Mor,Restaurant/Cafe/Canteen,1,731 Great Western Road,Glasgow,G12 8QX,7/22/2013,-4.289157,55.87738
2/14/2014,84989,Orbit,Restaurant/Cafe/Canteen,1,101 St James Road,Glasgow,G4 0NS,1/30/2004,-4.24065,55.863767
2/14/2014,556098,Oriental Delight,Restaurant/Cafe/Canteen,1,10 Hillington Road South,Glasgow,G52 2AA,6/5/2013,-4.358496,55.846527
2/14/2014,104704,Oriental West,Restaurant/Cafe/Canteen,1,609 Great Western Road,Glasgow,G12 8HX,3/11/2013,-4.285399,55.876263
2/14/2014,48752,Origins,Restaurant/Cafe/Canteen,1,1359 South Street,Glasgow,G14 0XN,11/26/2012,-4.364664,55.881272
2/14/2014,95034,Orion Way,Restaurant/Cafe/Canteen,1,3 Drumhead Place,Glasgow,G32 8EY,8/30/2013,-4.174951,55.832052
2/14/2014,48356,Oscar and Holly's,Restaurant/Cafe/Canteen,1,301 Crow Road,Glasgow,G11 7BU,9/8/2011,-4.322212,55.877245
2/14/2014,68049,Pancho Villa's,Restaurant/Cafe/Canteen,1,26 Bell Street,Glasgow,G1 1LG,8/27/2013,-4.245398,55.857964
2/14/2014,22489,Panda,Restaurant/Cafe/Canteen,1,3 Springfield Quay,Glasgow,G5 8NP,12/4/2013,-4.274804,55.855303
2/14/2014,444482,Panevino,Restaurant/Cafe/Canteen,1,1075 Argyle Street,Glasgow,G3 8LZ,8/20/2012,-4.2832,55.864144
2/14/2014,495610,Papa Tony's,Restaurant/Cafe/Canteen,1,4 Springfield Quay,Glasgow,G5 8NP,12/4/2012,-4.274804,55.855303
2/14/2014,511121,Papercup Coffee Company,Restaurant/Cafe/Canteen,1,603 Great Western Road,Glasgow,G12 8HX,10/21/2013,-4.285399,55.876263
2/14/2014,15244,Paperino's,Restaurant/Cafe/Canteen,1,227 Byres Road,Glasgow,,11/4/2013,-4.29410291,55.87503818
2/14/2014,31371,Paradise (Persian) Restaurant,Restaurant/Cafe/Canteen,1,411 Great Western Road,Glasgow,G4 9JA,11/27/2013,-4.278692,55.874221
2/14/2014,107100,Parkhead Bowling Club,Restaurant/Cafe/Canteen,1,111 Helenvale Street,Glasgow,G31 4TF,4/28/2011,-4.19682,55.850034
2/14/2014,562662,Parkway Coffee Limited,Restaurant/Cafe/Canteen,1,260 Springhill Parkway,Glasgow,G69 6GA,6/18/2013,-4.113719,55.860711
2/14/2014,95688,Partick South Church Vestibule Tearoom,Restaurant/Cafe/Canteen,1,259 Dumbarton Road,Glasgow,G11 6AB,10/28/2013,-4.303939,55.870516
2/14/2014,115150,Partick Trinity Parish Church,Restaurant/Cafe/Canteen,1,20 Lawrence Street,Glasgow,G11 5HQ,6/24/2008,-4.297376,55.873065
2/14/2014,79742,Patisserie Francoise,Restaurant/Cafe/Canteen,1,138 Byres Road,Glasgow,G12 8TD,2/1/2011,-4.295156,55.873646
2/14/2014,31189,Patisserie Irrocco,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,3/18/2011,-4.253456,55.859156
2/14/2014,594123,Patisserie Valerie,Restaurant/Cafe/Canteen,1,19 West Nile Street,Glasgow,G1 2PS,10/8/2013,-4.255774,55.8611
2/14/2014,571734,Patisserie Valerie,Restaurant/Cafe/Canteen,1,79 Gordon Street,Glasgow,G1 3SQ,12/12/2013,-4.258211,55.859302
2/14/2014,48769,PaulnKal Cafe,Restaurant/Cafe/Canteen,1,48 Clarendon Place,Glasgow,G20 7PZ,7/18/2013,-4.268071,55.87165
2/14/2014,102831,Peckhams,Restaurant/Cafe/Canteen,1,61 Glassford Street,Glasgow,G1 1UG,4/22/2013,-4.249347,55.858566
2/14/2014,36360,Peckish,Restaurant/Cafe/Canteen,1,41 West Nile Street,Glasgow,G1 2PT,10/26/2012,-4.255448,55.861807
2/14/2014,221734,Pelican Bar-Bistro,Restaurant/Cafe/Canteen,1,1377 Argyle Street,Glasgow,G3 8AF,10/16/2013,-4.29177,55.867723
2/14/2014,131096,Pelican Cafe,Restaurant/Cafe/Canteen,1,763 Shettleston Road,Glasgow,G32 7NN,12/15/2011,-4.176627,55.852325
2/14/2014,315913,Pesto,Restaurant/Cafe/Canteen,1,57 St Vincent Street,Glasgow,G1 2PF,3/29/2012,-4.255004,55.861051
2/14/2014,36330,Peters West End,Restaurant/Cafe/Canteen,1,39 Hyndland Street,Glasgow,G11 5QF,10/24/2013,-4.302704,55.871788
2/14/2014,594115,Petite Cafe,Restaurant/Cafe/Canteen,1,134 Newlands Road,Glasgow,G44 4ER,10/9/2013,-4.267372,55.817962
2/14/2014,36367,Philpotts,Restaurant/Cafe/Canteen,1,81 Bothwell Street,Glasgow,G2 6TS,9/7/2012,-4.261475,55.861031
2/14/2014,110732,Piazza Italia,Restaurant/Cafe/Canteen,1,15 John Street,Glasgow,G1 1HP,5/22/2013,-4.248133,55.860233
2/14/2014,25152,Piccolo Mondo,Restaurant/Cafe/Canteen,1,344 Argyle Street,Glasgow,G2 8LY,7/25/2012,-4.261711,55.859031
2/14/2014,221708,Picolino Cafe Boyd Orr Building,Restaurant/Cafe/Canteen,1,70 University Avenue,Glasgow,G12 8LS,3/8/2012,-4.286157,55.872843
2/14/2014,26797,Piece,Restaurant/Cafe/Canteen,1,1056 Argyle Street,Glasgow,G3 8LY,9/12/2013,-4.283491,55.864741
2/14/2014,624657,Pigout,Restaurant/Cafe/Canteen,1,8 White Cart Court,Glasgow,G43 2AT,1/6/2014,-4.285911,55.824593
2/14/2014,315909,Pinata,Restaurant/Cafe/Canteen,1,2 Byres Road,Glasgow,,1/31/2012,-4.29956881,55.87059235
2/14/2014,48722,Pinto,Restaurant/Cafe/Canteen,1,140 Queen Street,Glasgow,G1 3BX,4/16/2013,-4.251413,55.860299
2/14/2014,36321,Pin-Up Cheeses Ltd,Restaurant/Cafe/Canteen,1,43 Lochlea Road,Glasgow,G43 2XZ,9/8/2011,-4.289733,55.820891
2/14/2014,21901,Pitstop Cafe,Restaurant/Cafe/Canteen,1,127 Craighall Road,Glasgow,G4 9TP,10/15/2009,-4.255295,55.877097
2/14/2014,15674,Pit-Stop Cafe,Restaurant/Cafe/Canteen,1,291 Drakemire Drive,Glasgow,G45 9SS,7/3/2012,-4.252288,55.803068
2/14/2014,571736,Pizza Express,Restaurant/Cafe/Canteen,1,20 Provan Walk,Glasgow,G34 9DL,11/6/2013,-4.136909,55.872982
2/14/2014,126273,Pizza Express,Restaurant/Cafe/Canteen,1,151 Queen Street,Glasgow,G1 3BJ,4/18/2012,-4.252121,55.860663
2/14/2014,128374,Pizza Express,Restaurant/Cafe/Canteen,1,436 Sauchiehall Street,Glasgow,G2 3JD,1/14/2011,-4.26621,55.86604
2/14/2014,371800,Pizza Express,Restaurant/Cafe/Canteen,1,48 Buchanan Street,Glasgow,G1 3JN,5/22/2012,-4.253456,55.859156
2/14/2014,18539,Pizza Hut,Restaurant/Cafe/Canteen,1,380 Helen Street,Glasgow,G51 3AD,2/6/2012,-4.319128,55.853684
2/14/2014,22360,Pizza Hut,Restaurant/Cafe/Canteen,1,881 Gallowgate,Glasgow,G31 4BW,11/18/2013,-4.212689,55.85489
2/14/2014,606995,Pizza Hut,Restaurant/Cafe/Canteen,1,2 Allerdyce Court,Glasgow,G15 6SA,10/16/2013,-4.376618,55.902864
2/14/2014,23152,Pizza Hut,Restaurant/Cafe/Canteen,1,735 Provan Walk,Glasgow,G34 9DY,10/20/2013,-4.138074,55.871218
2/14/2014,133320,Pizza Hut,Restaurant/Cafe/Canteen,1,85 West George Street,Glasgow,G2 1QG,10/14/2013,-4.254805,55.862016
2/14/2014,26673,Pizza Hut,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AG,10/26/2010,-4.342073,55.822898
2/14/2014,200660,Pizza Hut (uk) Ltd,Restaurant/Cafe/Canteen,1,203 Argyle Street,Glasgow,G2 8BU,8/14/2013,-4.256445,55.858068
2/14/2014,36373,Plan B Books Ltd,Restaurant/Cafe/Canteen,1,5 Osborne Street,Glasgow,G1 5QN,4/12/2011,-4.246067,55.856002
2/14/2014,460438,Play Kingdom And King And Queen Cafe,Restaurant/Cafe/Canteen,1,1201 Duke Street,Glasgow,,1/17/2014,,
2/14/2014,103640,Polish Ex Servicemen's Club,Restaurant/Cafe/Canteen,1,26 Glenfarg Street,Glasgow,G20 7QF,6/4/2010,-4.266888,55.872741
2/14/2014,36358,Polish Taste,Restaurant/Cafe/Canteen,1,129 London Road,Glasgow,G1 5BS,11/11/2013,-4.24069,55.855021
2/14/2014,114795,Pollok Community Education Centre Cafe,Restaurant/Cafe/Canteen,1,134 Langton Road,Glasgow,G53 5DP,2/23/2012,-4.340922,55.830299
2/14/2014,123183,Pollok F.C. Social Club,Restaurant/Cafe/Canteen,1,16 Newlandsfield Road,Glasgow,G43 2XU,8/2/2012,-4.287715,55.823229
2/14/2014,65394,Pollok Golf Club,Restaurant/Cafe/Canteen,1,100 Barrhead Road,Glasgow,G43 1BG,1/24/2012,-4.307365,55.822368
2/14/2014,125767,Pollok House,Restaurant/Cafe/Canteen,1,2060 Pollokshaws Road,Glasgow,G43 1AT,3/28/2013,-4.303363,55.823261
2/14/2014,48115,Pollokshaws Bowling Club,Restaurant/Cafe/Canteen,1,2114 Pollokshaws Road,Glasgow,G43 1AT,3/23/2011,-4.303363,55.823261
2/14/2014,10728,Polmadie Cafe,Restaurant/Cafe/Canteen,1,63 Jessie Street,Glasgow,G42 0PG,4/21/2010,-4.241869,55.834706
2/14/2014,80668,Polmadie Fire Station,Restaurant/Cafe/Canteen,1,560 Calder Street,Glasgow,G42 0PA,5/6/2011,-4.246393,55.835064
2/14/2014,133940,Polo Lounge/Trophy Room,Restaurant/Cafe/Canteen,1,84 Wilson Street,Glasgow,,3/29/2010,-4.24981534,55.8588599
2/14/2014,123652,Port Dundas Distillery Works Canteen,Restaurant/Cafe/Canteen,1,80 North Canal Bank Street,Glasgow,G4 9XL,1/22/2009,-4.250056,55.873023
2/14/2014,35276,Portofino Catering,Restaurant/Cafe/Canteen,1,320 Kinfauns Drive,Glasgow,G15 7HA,5/13/2013,-4.36751,55.91644
2/14/2014,26810,Posh Nosh,Restaurant/Cafe/Canteen,1,86 Maryhill Road,Glasgow,G20 7QB,8/28/2013,-4.268573,55.872296
2/14/2014,64370,Possilpark Masonic Social Club,Restaurant/Cafe/Canteen,1,83 Bardowie Street,Glasgow,G22 5ET,5/10/2010,-4.25364,55.883571
2/14/2014,562691,Pot And Kettle BX Ltd,Restaurant/Cafe/Canteen,1,16 Bridgeton Cross,Glasgow,G40 1BW,6/20/2013,-4.227152,55.849084
2/14/2014,410614,Pret A Manger,Restaurant/Cafe/Canteen,1,146 Queen Street,Glasgow,G1 3BS,9/6/2013,-4.251307,55.860669
2/14/2014,26113,Pret A Manger,Restaurant/Cafe/Canteen,1,27 Gordon Street,Glasgow,G1 3PL,9/10/2013,-4.255164,55.860212
2/14/2014,48032,Prezzo,Restaurant/Cafe/Canteen,1,35 St Vincent Place,Glasgow,G1 2ER,9/17/2013,-4.25373,55.86085
2/14/2014,581110,Prezzo,Restaurant/Cafe/Canteen,1,30 Provan Walk,Glasgow,G34 9DL,11/6/2013,-4.136909,55.872982
2/14/2014,26506,Prezzo,Restaurant/Cafe/Canteen,1,763 Barrhead Road,Glasgow,G53 6AG,6/6/2011,-4.342073,55.822898
2/14/2014,360749,Priesthill And Nitshill Parish Church,Restaurant/Cafe/Canteen,1,100 Priesthill Road,Glasgow,G53 6PG,4/26/2012,-4.348508,55.817616
2/14/2014,23311,Pulcinella,Restaurant/Cafe/Canteen,1,167 Hope Street,Glasgow,G2 2UQ,1/25/2014,-4.258531,55.862334
2/14/2014,571728,Punjabi Charing Cross,Restaurant/Cafe/Canteen,1,157 North Street,Glasgow,G3 7DA,10/22/2013,-4.27159,55.864026
2/14/2014,129772,Q  Club,Restaurant/Cafe/Canteen,1,101 St Georges Road,Glasgow,G3 6JA,10/15/2013,-4.271141,55.868097
2/14/2014,22962,Qua,Restaurant/Cafe/Canteen,1,68 Ingram Street,Glasgow,G1 1EX,1/26/2012,-4.243602,55.859525
2/14/2014,132315,Quadrant Catering Ltd,Restaurant/Cafe/Canteen,1,20 Turner Road,Glasgow,G21 4AA,8/21/2012,-4.215022,55.878188
2/14/2014,132459,Queen Margaret Union,Restaurant/Cafe/Canteen,1,22 University Gardens,Glasgow,,3/7/2011,-4.291292,55.873235
